926515	883113	2	7	7
322534	81850	2	7	4
1182497	1638646	28216	4	4
267705	370007	2	7	6
1071587	996	2	6	7
1217100	434810	2	4	6
1142071	694274	1236	4	4
1328381	1467308	2	7	6
1584544	362458	2	6	6
443156	1213488	2	6	6
1661088	492168	2	6	6
1343090	748316	1385	3	3
1408087	1356484	2	3	6
795217	240239	85007	5	3
234104	857224	2	6	6
574750	1563602	1224	5	6
990014	1577262	2	6	4
1681090	1163913	2	6	6
591580	203182	1224	5	5
1226903	256248	2	6	6
576428	1054161	2	6	3
593484	1415374	2	7	6
598610	451059	2	6	6
1123056	707175	2	7	6
192915	910885	1236	4	4
504399	1409523	2	6	7
1116613	1122998	2	6	7
552302	557389	2	6	6
1313793	1287179	28211	3	4
668687	858424	2	6	6
1382909	926576	1224	5	5
582703	1442089	2	6	3
1775	1159083	2	6	7
1108964	928317	1224	6	5
1610869	1029115	1236	4	4
1578690	195487	2	3	5
877208	1198231	2	7	6
1436630	564408	2	6	3
1435612	583311	2	6	6
1413468	1444846	91061	5	5
697666	1172331	2	6	6
702436	1042678	1224	7	5
1052808	1491872	2	4	6
1565721	1348527	2	6	7
768339	429611	356	3	3
482234	711578	2	7	5
502481	1172289	2	5	6
990451	1422801	91061	4	5
522076	1225714	1236	4	4
867899	1186937	2	6	6
437449	1629722	1236	4	3
138563	663032	1224	6	5
1085588	1398962	2	6	8
1526927	1049864	1385	3	3
617200	643903	2	7	6
390919	1403902	2	6	7
1257482	1529129	1385	3	3
1194114	459525	91061	4	4
1092748	1164877	2	7	6
563232	1391077	2	7	6
1344828	1715526	2	6	6
1737358	927632	2	6	6
1545474	138976	2	6	7
1747054	1334100	2	6	7
347060	1113639	2	6	6
413538	1096824	1760	4	4
675327	1705585	2	6	6
354707	1765595	2	3	6
1288828	1680635	2	7	6
1328459	1171545	1236	4	4
1403531	1583963	1236	4	4
1409963	1501261	2	7	6
533631	637387	2	6	7
1322332	1467750	186817	2	2
671631	1331660	1236	4	5
1414293	1171558	1224	6	5
1224502	1093767	2	6	7
1141693	345312	2	6	6
385198	1444419	2	6	6
1531618	1223496	2	3	8
412601	677240	1224	5	5
1399386	1209213	2	6	6
1292112	1109994	2	6	3
909550	182640	1760	4	4
1617746	1008072	2	6	6
244231	1325775	2	5	6
926028	1189738	2	8	3
1246220	1571207	1224	5	5
550507	345662	2	3	6
382109	911242	1224	5	5
1278553	1123303	2	6	7
1112863	1180219	237	1	1
1496992	421138	2	6	3
1133693	1674494	2	6	3
990341	931460	2	9	8
541215	447373	2	8	6
549802	1494452	2	6	3
146800	1730424	2	6	6
34062	988927	2	7	6
82976	749751	2	5	6
999410	865019	1239	6	5
1202437	52561	2	6	7
1273397	1412492	1224	5	8
1531608	496853	2	3	8
351584	1546121	2	3	5
1730420	1151180	2	6	8
474988	1638069	1224	5	5
762953	530993	2	6	6
1100712	1661045	1224	5	5
307857	1158710	2	6	7
1581658	1230475	28216	4	4
1604721	1565711	1385	3	3
930773	1486193	1236	7	4
700040	1131540	2	6	6
677661	521897	2	6	6
339261	637743	1224	5	5
1113912	492469	2	6	6
682276	533781	1224	5	5
553591	370987	2	7	6
741098	531306	2	6	6
1265559	1565894	2	6	6
1433637	561427	2	6	6
1699928	385865	2	6	3
1436651	414432	2	6	6
266306	368170	1224	5	5
1644183	267008	1236	4	4
944480	1017280	2	8	5
287575	932437	2	6	5
151647	290185	2	6	6
1578278	1079336	2	6	6
324646	1243918	1224	5	5
250095	544071	2	6	3
1257036	424055	2	7	3
1265352	371765	1224	6	6
1617773	708910	2	6	6
1343153	1234750	2	6	6
1353199	391609	2	6	7
1534119	168963	2	6	3
1084488	984198	2	6	6
1333716	146968	2	6	6
136079	1263363	2	6	6
1393694	1263571	2	6	6
397224	1244264	2	6	6
261547	1169219	2	7	7
400976	1460276	2	6	6
1678445	1632385	2	6	3
1264726	1650950	2	6	3
1087204	1743111	1224	5	5
1157004	249838	2	7	6
1456651	668872	2	7	6
1259120	1440013	1224	5	7
1595200	1562968	2	6	6
883118	1134808	2	7	7
754411	926660	2	7	6
570230	1466383	2	6	6
546391	251918	2	6	6
136146	1107457	468	2	2
1295073	1206876	1883	1	1
1300138	326459	1236	4	4
1762004	388012	2	6	7
1739402	1428591	201174	5	5
391518	1350662	1386	1	1
639228	1353187	2	3	7
1480664	1231408	1224	5	5
1249223	536501	2	6	5
269423	588	2	6	6
887041	161970	2	6	6
331694	930101	49928	1	1
1343077	1509090	1224	5	5
573486	1165235	2	7	3
722924	1137143	2	6	5
380549	459739	2	6	6
255519	1028246	2	6	6
1027487	533599	2	7	6
378633	88830	2	6	6
428733	1443675	2	6	3
869277	1705894	1236	4	4
1211235	1581215	2	6	6
882024	220696	2	5	5
1535674	1294683	1236	4	4
349926	983872	1760	4	4
1465949	1510021	2	6	6
1761077	230529	2	6	7
595316	1355831	2	7	5
1634695	1380674	1236	4	4
533540	1755520	2	6	6
1109283	1273945	2	6	6
595446	1490402	2	6	6
619665	1680928	2	6	6
531251	1206446	2	7	6
387094	1036500	2	7	6
1566347	379693	2	7	5
1635364	1096932	2	6	6
1181646	1414570	2	6	7
430853	523379	28211	4	4
1486171	406346	2	6	6
423156	33065	1224	5	4
255078	1191279	2	6	8
1444233	171981	2	7	6
652432	131426	2	6	3
1495137	1340664	2	6	6
1200504	1165994	2	6	5
265669	1050184	2	7	6
990379	1486294	2	3	7
306224	321335	2	6	5
412329	1254691	2	6	6
1645172	990425	2	6	6
207814	1154793	2	6	7
203986	748330	2	5	6
561694	563337	2	3	6
1271028	1391122	2	6	6
1571987	683006	2	6	6
748195	1220994	2	7	6
522485	539843	1224	6	5
167938	1713088	2	5	6
1711910	1132494	2	6	6
1445793	1029631	2	6	5
404550	709660	49928	1	1
1002575	585260	1224	5	5
1402641	1468100	2	7	6
1642974	745380	506	2	2
1565855	755945	2	6	8
423172	394919	2	6	6
1180058	329858	2	6	6
461677	691706	2	3	6
29442	1426301	2	7	3
1678428	1158608	91061	4	5
1270156	1548526	2	6	6
928846	677135	1236	4	4
1466942	1304799	2	6	6
384273	1325324	2	6	6
1770580	1761961	2	6	6
1697897	1280850	2	7	6
1438628	1302981	2	6	3
381322	1034213	2	3	6
1271761	1755601	2	6	6
1444156	942906	1224	6	4
406099	1282902	2	5	6
755631	1256997	2	3	7
1689619	111340	2	6	6
1697001	1005495	2	6	7
301467	1247942	2	6	6
1315482	1190145	49928	1	1
403676	1038591	2	6	6
455718	1207923	1760	4	4
1418289	1032618	2	7	6
936075	165976	2	6	3
1413798	1261553	2	7	7
1535013	450709	2	6	5
1110575	315046	2	6	6
760770	1260136	2	7	8
437996	1394804	1239	5	5
1231482	1480940	2	6	6
496863	1203563	2	3	6
695751	1508033	2	8	6
1365421	1051579	1224	5	6
497079	521938	1224	5	5
302680	712328	1224	4	5
741124	540984	2	6	6
1446488	1448447	2	6	8
285887	1287924	1236	4	4
1411362	624641	1236	4	4
1355098	489600	2	7	6
1700529	1403835	1224	5	5
1742582	317659	2	3	8
876740	135528	2	6	7
502558	1005250	2	6	6
1473299	1130595	2	6	3
1630601	1268824	1236	4	4
1267981	722922	2	6	6
758829	196019	1224	6	5
1092742	1673497	1224	6	5
434919	1321250	1224	5	7
1175100	1382997	2	7	6
1305878	1473283	2	3	6
198342	1697033	2	7	5
1565786	519714	1386	1	1
869814	434779	1224	6	5
936208	1425748	1385	3	3
1585914	1409661	2	3	7
1331062	1178397	1224	6	5
1532114	1241838	2	6	7
1680772	1001891	1224	5	5
328315	1185697	1224	4	7
424076	1330260	2	3	5
84992	141349	201174	1	5
58171	398241	2	5	6
375843	1683907	2	6	6
504144	1302679	2	6	5
1477824	864969	1386	1	1
1191776	1219648	2	6	6
404318	1311000	1224	6	7
1696922	588470	1224	5	5
450677	476820	2	6	6
1260230	621382	2	9	6
136	1590769	2	3	7
1028413	1122652	2	6	3
1278871	1035333	2	7	6
1110553	238814	1224	5	5
998640	1216225	2	6	6
157110	386506	2	7	6
1114496	101800	2	6	3
1675813	1747025	1883	1	1
1400023	29487	543	3	1
1584152	689602	1236	4	4
1606101	994809	2	6	5
1085787	1270390	2	6	6
1662029	1438881	2	5	8
183593	745194	2	6	6
210559	1078791	1224	4	5
1408064	1474903	2	3	6
239974	1255842	2	6	6
1533977	669405	1224	5	6
368566	1234380	2	6	7
1472846	861051	2	6	7
1484740	1189433	2	7	6
1679146	545280	1236	4	4
1489170	1450782	2	3	6
1647639	1644904	1236	4	4
280098	63792	1236	4	4
1182449	1491669	2	3	6
1328889	446399	2	6	5
521548	1323928	1224	5	5
132297	1085601	91061	4	4
1488308	1367017	2	5	6
521275	1035109	2	6	6
1391684	284659	2	6	6
1645376	1469781	2	6	5
132001	1467121	2	3	6
658378	1265388	2	8	7
710718	1343586	1236	4	4
337017	435191	2	6	6
1519337	1404479	1224	5	5
1157163	984262	2	6	8
1663562	426572	2	6	7
1173497	1703517	1224	5	6
